,B,C,E,D,A
180,0.1327340994484432,0.09991404121362568,0.20131426126876706,0.19945807808534077,1.0977879164124538
181,0.14834444718197418,0.09996495116063091,0.2023728914543679,0.19926250866970877,1.243700707465156
182,0.17004473161689976,0.10012951014481315,0.20409834571756708,0.19907908423722165,1.3999830617374012
183,0.19949034810810332,0.1004710643638689,0.20679101237566322,0.1988974120237462,1.5617655230954628
184,0.23850496117684677,0.10109241009090218,0.2108565868922817,0.19871183781049062,1.7229916527248417
185,0.28897523778718337,0.10215087924495148,0.21682316389951872,0.19851996631600408,1.8767384519041952
186,0.3526973369393462,0.10387814090657187,0.22535338233904081,0.19832202734355656,2.015677211011262
187,0.43117734202739444,0.10660449911140862,0.23724693230644814,0.19812100492840734,2.1326357799211113
188,0.5253962051170082,0.11078665990614514,0.2534280489481248,0.19792358335679325,2.22120382127661
189,0.635559179110188,0.1170367692433825,0.2749125951645587,0.19774211314562573,2.276310492749778
190,0.7608586003174559,0.1261490307814084,0.30275030193737346,0.19759796450478742,2.2947021997650885
191,0.8992853110029805,0.13911854708255791,0.33793994444980024,0.1975268132799016,2.2752577512058023
192,1.0475259919238213,0.1571454647459408,0.3813187550901589,0.19758658227622805,2.2190984053155853
193,1.2009796394063168,0.18161644599250443,0.4334320072344965,0.19786891025606468,2.1294777528522
194,1.3539157046542991,0.2140554272187065,0.4943939101919997,0.19851509145529894,2.0114664621236082
195,1.4997796289459226,0.2560370557786074,0.5637558780798108,0.1997373461440044,1.8714743622945191
196,1.631630685259217,0.3090594963077178,0.6404017956872089,0.20184595304897263,1.716672478722017
197,1.7426754204902641,0.3743785729149295,0.7224909977399658,0.2052820943696413,1.55438729644639
198,1.8268415092476087,0.45281215676666997,0.8074674316093444,0.21065514558835569,1.3915376805716286
199,1.8793252962240627,0.5445315146081668,0.892147516967184,0.21878154758144316,1.2341727076323616
200,1.8970445533826268,0.6488637151328461,0.9728898897922169,0.2307203845149459,1.087149151677086
201,1.8789371307038514,0.764134529280768,1.0458386487960878,0.2477985535880378,0.9539645505897751
202,1.8260652542967657,0.8875828998668961,1.1072197127170391,0.27161631770402567,0.8367397964179542
203,1.741511228274597,1.0153746860118336,1.1536596282144613,0.30402261443844636,0.7363274737876903
204,1.6300787840031483,1.1427344528412207,1.1824897601845574,0.3470494077098048,0.6525108528146938
205,1.4978403229349764,1.2642000876924875,1.1919978236023518,0.4027962736892612,0.5842541743538436
206,1.351589374313198,1.3739876700528644,1.1815938007019466,0.47326081114024604,0.5299669419205177
207,1.1982667415734414,1.4664360080822745,1.151867884574723,0.5601174990065555,0.48775169760570675
208,1.0444270605774315,1.5364848516625125,1.1045325362119573,0.664456881402721,0.45561410911840805
209,0.8958009589659512,1.580131180375973,1.0422565683711644,0.7865073683020364,0.4316240828746263
210,0.7569895230001457,1.5948065063845145,0.968413615784154,0.9253717825767387,0.41402541307464563
211,0.631306162369769,1.5796257604278032,0.8867779489437705,1.0788179040943828,0.4012981589601979
212,0.520760141206188,1.5354742271998976,0.801205674271593,1.243164449494142,0.3921821235328153
213,0.42615926103044566,1.4649206690044796,0.715338392274901,1.413299436836968,0.3856716210752594
214,0.34729846710602985,1.3719685223824258,0.6323599799688387,1.5828559774330797,0.3809916453013999
215,0.2831971184138291,1.2616787317861022,0.5548268993416047,1.7445518953834074,0.377564214734375
216,0.232349648571942,1.1397136968479744,0.4845804306521462,1.8906764532524054,0.3749716999237983
217,0.19296078211453746,1.0118594619420258,0.42273767002519463,2.0136834681309286,0.37292183910908233
218,0.16314537160737153,0.8835818539238393,0.36974881915209556,2.1068296011735375,0.37121727535034976
219,0.14108234778405343,0.7596627117941738,0.32550235812168477,2.164783837593558,0.36973098757671624
220,0.12512068322755787,0.6439470130241824,0.2894574714093637,2.1841322927299514,0.3683879952639894
221,0.11384169082379325,0.5392137630033936,0.26078422038935467,2.1637127253585424,0.3671531530153609
222,0.10608603373198733,0.44716624065417077,0.2384955474084112,2.1047344145259674,0.3660246247203719
223,0.10095562150931459,0.3685232734208034,0.22156014507721597,2.010668017352339,0.36503262148271454
224,0.09780052719408112,0.30318431186366773,0.2089904411523035,1.8869217097227187,0.36424308363353636
225,0.09619973250334993,0.25043766107369103,0.19990456073255888,1.7403487604683712,0.3637660716515627
226,0.09594242363923437,0.20918269947146684,0.19356457738543828,1.578652718156652,0.36376860148346
227,0.09701413766066153,0.17814191403098642,0.18939542786361158,1.409766218336665,0.3644914297835072
228,0.09958957508969768,0.15604540265468045,0.18698959378954116,1.2412769140469033,0.36626880079126095
229,0.10403150186682515,0.14177750275791381,0.18610229118735688,1.0799604190327436,0.36954938380004276
