,A,B,C,D,E,F,G,H
14.65798,0.026289697899454186,0.031330344221006945,0.025091474479505913,0.07077538963462238,0.051505183656362266,0.08525279102081787,0.36595418534278085,0.4059949957148212
14.8,0.01434022800064021,0.04142136847631995,0.0,0.05692982424048823,0.07198078585970491,0.06253992750756797,0.41922692130080846,0.4285460574418003
14.86202,0.02087501545604238,0.01410429710280953,0.027361948681287895,0.0663968974182848,0.05519672571419895,0.09950946642386309,0.3943650046069948,0.4090284042993786
15.05798,0.00021371925973379666,0.0,0.0,0.06355911679513462,0.07285237560191764,0.10005318701951432,0.3643309635311188,0.38983468842795466
15.2,0.0,0.0,0.0,0.03995409286837989,0.05228915622991962,0.07114183414388932,0.3742463094019079,0.4405130224955361
15.26202,0.0,0.0,0.0,0.07855776780268169,0.0334826695057519,0.10496621324577635,0.392189253399948,0.44127060782441835
15.45798,0.0,0.0,0.0,0.04595314333098101,0.054888800154439525,0.09815169699455234,0.3683631672002122,0.4007045148943685
15.6,0.0,0.001481187949587538,0.0023004168288712503,0.034248436992803916,0.055123370486781016,0.0750626111642368,0.40079307316015295,0.39785424458799706
15.66202,0.0,0.03715672907970013,0.0163251094207358,0.0354846461916819,0.06951535644589008,0.07474813954823037,0.39600186254482905,0.41910636680298285
15.85798,0.008941659109759584,0.007347419032609752,0.0211905848738899,0.062377026877601785,0.037438188713977125,0.03474723714757274,0.38858434649574647,0.4153969683881613
16.0,0.013816337038153968,0.0,0.01703171831725052,0.05364711805291353,0.0682154663975271,0.06993760118280094,0.39520169992753973,0.4471436732229978
16.06202,0.0,0.03298627711106044,0.0204545523794937,0.03632846883647369,0.062118748972685774,0.0684910667118532,0.36658415943251305,0.4371451767553361
16.25798,0.0072858836404363445,0.016572052244664643,0.0,0.06198284056864443,0.04797027139382661,0.05307321870692765,0.3900730328075544,0.42542270805783605
16.4,0.0,0.00871166688697994,0.0,0.09152281436194191,0.09845238101230036,0.07595158094792784,0.3632903653152676,0.4257577446605164
16.46202,0.04068228681098142,0.01986641867427332,0.0,0.04540470149933534,0.07570241153014381,0.07196610312186254,0.36382760119742386,0.451625322386197
16.65798,0.0025960300005367968,0.028043984649324366,0.0,0.061447997957999045,0.03830060764895622,0.05445732425597767,0.3601115836092189,0.4254213261491809
16.8,0.0,0.03434168032501535,0.0,0.08704179002534396,0.049692927886397904,0.06946311059388817,0.4054234413837064,0.4372341314851567
16.86202,0.007678207023728,0.04055762319017568,0.04094258856473064,0.04221445055015956,0.09002731422964602,0.08259262359917853,0.3722294721195554,0.41547955336161474
17.05798,0.0,0.0,0.0,0.02738256689210218,0.07768498498477887,0.031218265510246535,0.3454312464654566,0.39912384337402446
17.2,0.01835910283489549,0.013785175953110677,0.0,0.0390784683140243,0.06064171736872653,0.04690611091609266,0.38989125724545987,0.4236627693144518
17.26202,0.0,0.0,0.02879778158671461,0.03626189703946901,0.06393499016487916,0.08760909176404788,0.34826510182139664,0.42745468835490974
17.45798,0.0,0.00265763710216581,0.0068353087175060615,0.05756036682922257,0.07033315712929918,0.06729025512446861,0.3894582579780539,0.4631186959449709
17.6,0.0011866782801534907,0.0,0.020152991220943342,0.08692801622474988,0.06697071504072555,0.06347940641724484,0.33606684141450616,0.46558875353570434
17.66202,0.005391365074714812,0.033990622793421715,0.0,0.027916682445930558,0.06859593606869564,0.10012641768036981,0.36321199069810794,0.4316622847962252
17.85798,0.0,0.0,0.030761463117450587,0.046349888157955155,0.06699416209387522,0.07957158267182377,0.3553866321513311,0.41065701107727365
18.0,0.0026494447787175166,0.0,0.01126759524881246,0.03617403258449095,0.07797782199558834,0.046879920536946854,0.3450115160767902,0.41126112512946184
18.06202,0.0,0.0,0.0,0.062271725374259256,0.07094154506064711,0.05603399787512208,0.3502569902859874,0.47287781340720025
18.25798,0.010728387973615253,0.0,0.0075423272232787945,0.04314907193366629,0.06990638698741534,0.07368130471698063,0.36029971741230477,0.42815732974871323
18.4,0.029841299457434384,0.015356671456463807,0.006318545002206443,0.05829661338837343,0.07735800841490884,0.09141669739956693,0.339458597579331,0.44657882687991307
18.46202,0.0,0.014114036043407673,0.011014025597073382,0.04916995489039037,0.07636650884385579,0.027982264077218308,0.33116388887804016,0.41243383622344315
18.65798,0.0,0.0,0.016814086862744347,0.06252461916654153,0.0632838201546088,0.0900608315894987,0.3572874237663323,0.43334170790548776
18.8,0.0,0.025385040953224983,0.013372644452485666,0.012680229229417125,0.04211561293242069,0.04841202102777194,0.3282763475188855,0.43068980725809236
18.86202,0.0,0.002273237600142953,0.019123004682818266,0.05529137795774427,0.0707599040744191,0.07231682684199131,0.351153240679456,0.4347218708777504
19.05798,0.046661660024060504,0.028281225484492606,0.0,0.0326096862127811,0.04758882483555249,0.09246674520528211,0.39215779386290717,0.44387678084075566
19.2,0.02032318649971436,0.0,0.0,0.0451934714390729,0.04100845406794393,0.0607041168955227,0.33399740347212736,0.46869853970116826
19.26202,0.0,0.0,0.0,0.0709675661131296,0.05719895518800103,0.05904433931308495,0.3587339415426099,0.46362530025415977
19.45798,0.0,0.0,0.0,0.051070690866970456,0.027662753676260095,0.055110232605116806,0.3355666557297787,0.4437610608886979
19.6,0.0,0.0,0.005276191538218637,0.023263587128930615,0.09596221170863566,0.032390816200214424,0.35148849305972474,0.46665735887121734
19.66202,0.0,0.0,0.0,0.0,0.09518441390834344,0.03778321466474921,0.36311864602200705,0.4252515740365729
19.85798,0.0,0.01775293668766052,0.0,0.034728054328237806,0.0775338699482015,0.04998039945873103,0.3672967801810755,0.4243099892459714
20.0,0.0177813091781109,0.0,0.0,0.026667362594065158,0.07822773278045954,0.04297464337505366,0.34690149580407686,0.4558101032859344
