	-0.008224	-0.000000	0.000000	-0.008224
	0.007984	-0.000253	-0.000253	-0.000252
	0.000240	0.000253	-0.000008	-0.000015
	-0.000247	0.000000	-0.000547	0.008237
	-0.026014	0.000000	-0.000000	-0.026014
	0.023682	-0.002459	-0.002459	-0.002449
	0.002332	0.002459	-0.000226	-0.000472
	-0.002547	0.000000	-0.003846	0.026141
	-0.035418	0.000000	-0.000000	-0.035418
	0.031174	-0.004479	-0.004479	-0.004456
	0.004244	0.004479	-0.000508	-0.001067
	-0.004726	0.000000	-0.006815	0.035654
	-0.038922	-0.000000	0.000000	-0.038922
	0.033789	-0.005419	-0.005419	-0.005389
	0.005133	0.005419	-0.000656	-0.001380
	-0.005755	0.000000	-0.008203	0.039209
	-0.045510	0.000000	0.000000	-0.045510
	0.037490	-0.008480	-0.008480	-0.008421
	0.008020	0.008480	-0.001354	-0.002886
	-0.009302	0.000000	-0.013054	0.045975
	-0.048414	-0.000000	0.000000	-0.048414
	0.038381	-0.010619	-0.010619	-0.010535
	0.010033	0.010619	-0.001969	-0.004227
	-0.011895	0.000000	-0.016678	0.049009
	-0.049362	-0.000000	0.000000	-0.049362
	0.038473	-0.011529	-0.011529	-0.011433
	0.010889	0.011529	-0.002256	-0.004859
	-0.013022	0.000000	-0.018271	0.050013
	-0.050058	-0.000000	0.000000	-0.050058
	0.036853	-0.014003	-0.014003	-0.013866
	0.013206	0.014003	-0.003304	-0.007207
	-0.016327	-0.000000	-0.023173	0.050874
	-0.049634	0.000000	-0.000000	-0.049634
	0.034985	-0.015550	-0.015550	-0.015382
	0.014650	0.015550	-0.004116	-0.009053
	-0.018536	-0.000000	-0.026590	0.050561
	-0.049293	0.000000	-0.000000	-0.049293
	0.034060	-0.016177	-0.016177	-0.015995
	0.015233	0.016177	-0.004479	-0.009883
	-0.019461	-0.000000	-0.028051	0.050266
	-0.047167	0.000000	-0.000000	-0.047167
	0.030566	-0.017655	-0.017655	-0.017432
	0.016602	0.017655	-0.005655	-0.012637
	-0.021933	0.000000	-0.032255	0.048264
	-0.045231	0.000000	-0.000000	-0.045231
	0.027882	-0.018469	-0.018469	-0.018217
	0.017349	0.018469	-0.006504	-0.014663
	-0.023478	0.000000	-0.035056	0.046405
	-0.044323	0.000000	0.000000	-0.044323
	0.026692	-0.018776	-0.018776	-0.018512
