	0	-4051.016315	-0.000000	0.000000	-4051.016315
	1	9662.976083	-305.613602	-305.613602	-305.168071
	2	234.393608	246.472603	-7.413231	-15.038625
	3	-118.487267	0.000000	-261.968464	3945.348959
	4	-17687.673814	0.000000	-0.000000	-17687.673814
	5	32797.044117	-3405.386439	-3405.386439	-3391.069352
	6	2334.328836	2461.393585	-226.570532	-472.634166
	7	-1413.950574	0.000000	-2135.579390	14513.951738
	8	-22573.270948	0.000000	-0.000000	-22573.270948
	9	37594.797803	-5402.015034	-5402.015034	-5374.389365
	10	3862.441981	4076.410666	-462.598457	-971.032645
	11	-2503.706936	0.000000	-3610.607865	18888.299398
	12	-19281.575720	-0.000000	0.000000	-19281.575720
	13	30463.231303	-4885.566689	-4885.566689	-4859.026300
	14	3782.452047	3993.267706	-483.429435	-1016.745830
	15	-2492.366787	0.000000	-3553.021066	16982.033929
	16	-31350.646967	0.000000	0.000000	-31350.646967
	17	45263.471580	-10238.805733	-10238.805733	-10167.438842
	18	7002.072839	7403.782592	-1182.315310	-2519.359971
	19	-4824.769594	0.000000	-6770.901811	23845.947402
	20	-31876.623192	-0.000000	0.000000	-31876.623192
	21	42720.449853	-11820.158257	-11820.158257	-11726.090200
	22	8371.270969	8860.347590	-1642.459691	-3527.210290
	23	-5816.676439	0.000000	-8155.280679	23964.510269
	24	-25429.127053	-0.000000	0.000000	-25429.127053
	25	32781.725883	-9823.732336	-9823.732336	-9741.705362
	26	7459.157776	7898.063538	-1545.522337	-3328.494221
	27	-4956.349859	0.000000	-6953.931830	19035.203206
	28	-36137.627228	-0.000000	0.000000	-36137.627228
	29	43459.307299	-16513.560748	-16513.560748	-16351.654056
	30	10909.566190	11568.467176	-2729.850983	-5953.985203
	31	-6784.021779	-0.000000	-9628.637355	21138.489606
	32	-34125.769860	0.000000	-0.000000	-34125.769860
	33	38698.740778	-17200.914393	-17200.914393	-17015.032743
	34	11667.089187	12384.274283	-3278.257291	-7209.903558
	35	-6092.861157	-0.000000	-8740.536002	16620.007320
	36	-25902.711229	0.000000	-0.000000	-25902.711229
	37	29053.471601	-13798.828741	-13798.828741	-13643.938571
	38	9979.051972	10596.954088	-2934.111903	-6474.168116
	39	-2450.002819	-0.000000	-3531.531361	6328.281020
	40	-35964.774820	0.000000	-0.000000	-35964.774820
	41	36619.102485	-21151.413523	-21151.413523	-20883.968932
	42	13124.806988	13957.530389	-4470.545413	-9990.300749
	43	-7810.719473	0.000000	-11486.373448	17187.496241
	44	-34092.405858	0.000000	-0.000000	-34092.405858
	45	31629.655657	-20951.568855	-20951.568855	-20665.573565
	46	13233.357362	14087.321455	-4961.249846	-11183.857723
	47	-10479.397489	0.000000	-15647.489957	20713.133678
	48	-26575.198114	0.000000	0.000000	-26575.198114
	49	23468.906471	-16509.127832	-16509.127832	-16276.643781
	50	11017.927364	11734.064616	-4295.508457	-9717.613464
	51	-9941.857274	0.000000	-14943.355658	18777.607751
	52	-35219.450736	0.000000	0.000000	-35219.450736
	53	28559.899242	-23998.816555	-23998.816555	-23627.295630
	54	13639.469929	14546.637032	-6013.385245	-13779.983744
	55	-14316.109921	0.000000	-22032.672713	23676.395214
	56	-32253.879091	-0.000000	0.000000	-32253.879091
	57	24069.095879	-23017.519811	-23017.519812	-22638.016912
	58	13084.757245	13969.315126	-6268.018958	-14493.768024
	59	-15462.797075	0.000000	-24215.373423	23334.987261
	60	-24844.525474	0.000000	0.000000	-24844.525474
	61	17663.081296	-17905.256401	-17905.256401	-17602.170263
	62	10556.461577	11275.141407	-5235.755030	-12152.642238
	63	-13738.388541	0.000000	-21678.210017	19928.758775
	64	-32270.312724	-0.000000	-0.000000	-32270.312724
	65	20849.222652	-25138.967030	-25138.967030	-24678.637226
	66	12225.363763	13076.073222	-6750.374639	-15874.554666
	67	-18303.878395	0.000000	-29624.747955	23660.418536
	68	-29173.425331	0.000000	0.000000	-29173.425331
	69	17177.628931	-23594.397804	-23594.397804	-23138.612963
	70	11290.685166	12088.743764	-6713.586344	-15935.827587
	71	-18929.127688	0.000000	-31210.352904	22565.439390
	72	-22344.013930	0.000000	-0.000000	-22344.013930
	73	12462.232245	-18177.572246	-18177.572246	-17818.346836
	74	8775.017796	9399.522161	-5385.201044	-12833.426132
	75	-16522.333457	0.000000	-27463.483922	19010.633746
	76	-28646.751888	-0.000000	0.000000	-28646.751888
	77	14232.686500	-24876.259975	-24876.259975	-24350.498545
	78	9425.962550	10110.956422	-6370.146944	-15384.372131
	79	-21286.391084	0.000000	-36324.221730	22092.382945
	80	-25667.608457	-0.000000	0.000000	-25667.608457
	81	11368.359860	-22863.217639	-22863.217639	-22357.031487
	82	7625.748888	8188.323858	-5514.014685	-13444.975957
	83	-21441.691505	-0.000000	-37297.130258	20679.473411
	84	-19575.200569	-0.000000	0.000000	-19575.200570
	85	8074.017146	-17350.228155	-17350.228155	-16958.331434
	86	4749.687253	5102.422117	-3536.223717	-8658.097756
	87	-18295.752339	-0.000000	-32093.409771	17082.782567
	88	-24871.320281	0.000000	-0.000000	-24871.320281
	89	8959.275100	-23594.279877	-23594.279877	-23029.166109
	90	6778.507717	7292.088122	-5513.471285	-13683.827998
	91	-22859.365651	-0.000000	-41183.462134	19425.159866
	92	-22157.218889	0.000000	-0.000000	-22157.218889
	93	7052.242489	-21889.064971	-21889.064971	-21342.841680
	94	7913.104083	8521.403784	-6853.252573	-17177.041793
	95	-22668.269770	0.000000	-41642.050635	18003.213329
	96	-16862.858871	0.000000	-0.000000	-16862.858871
