,Msa,Masa,V
97.36813625,-2.50510163834e-06,8.08571158388,0.0276853527331
97.8944505,-2.50575601027e-06,8.08617573484,0.0276850117892
98.42076475,-2.5064061195e-06,8.0865814447,0.0276847137734
98.947079,-2.50705202149e-06,8.08701070285,0.0276843984602
99.47339325,-2.50769376864e-06,8.08758614013,0.0276839757704
99.9997075,-2.50833140998e-06,8.08843477441,0.0276833524024
100.52602175,-2.50896499747e-06,8.0890316736,0.0276829139476
101.052336,-2.50959458428e-06,8.08966118232,0.0276824515393
101.57865025,-2.51022021854e-06,8.09047115367,0.0276818565713
102.1049645,-2.51084194935e-06,8.0911174184,0.0276813818548
102.63127875,-2.51145983117e-06,8.0912665722,0.0276812722936
103.157593,-2.51207391338e-06,8.09168522416,0.0276809647712
103.68390725,-2.512684241e-06,8.09198990785,0.0276807409647
104.2102215,-2.51329085999e-06,8.09236520545,0.0276804652884
104.73653575,-2.51389381423e-06,8.09276860431,0.0276801689702
105.26285,-2.51449314772e-06,8.09314077603,0.0276798955901
105.78916425,-2.51508890455e-06,8.09344311879,0.0276796735031
106.3154785,-2.51568112752e-06,8.09376942292,0.0276794338153
106.84179275,-2.51626985736e-06,8.09417618112,0.0276791350294
107.368107,-2.51685513478e-06,8.09452797669,0.0276788766167
107.89442125,-2.51743700134e-06,8.0947789479,0.0276786922649
108.4207355,-2.51801549764e-06,8.09500520202,0.0276785260693
108.94704975,-2.51859066214e-06,8.09529366237,0.0276783141797
109.473364,-2.51916253177e-06,8.09565954891,0.0276780454164
109.99967825,-2.51973114454e-06,8.09589064675,0.0276778756627
110.5259925,-2.52029653784e-06,8.09619221107,0.0276776541475
111.05230675,-2.52085874739e-06,8.09648378429,0.0276774399714
111.578621,-2.52141780788e-06,8.09689728623,0.0276771362319
112.10493525,-2.52197375617e-06,8.09697194231,0.0276770813933
112.6312495,-2.5225266257e-06,8.09750334808,0.027676691047
113.15756375,-2.52307644896e-06,8.09775029053,0.0276765096546
113.683878,-2.52362326142e-06,8.09802177514,0.0276763102346
114.21019225,-2.52416709632e-06,8.09821146549,0.027676170897
114.7365065,-2.52470798631e-06,8.09843120725,0.027676009485
115.26282075,-2.5252459641e-06,8.09849682461,0.0276759612858
115.789135,-2.52578106229e-06,8.09853975924,0.0276759297483
116.31544925,-2.52631330995e-06,8.09880308361,0.0276757363225
116.8417635,-2.52684273624e-06,8.0989774003,0.0276756082777
117.36807775,-2.52736937062e-06,8.099274591,0.0276753899752
117.894392,-2.52789324253e-06,8.09942870978,0.0276752767668
118.42070625,-2.52841438247e-06,8.09951029987,0.0276752168348
118.9470205,-2.52893281522e-06,8.10011830246,0.0276747702239
119.47333475,-2.52944851923e-06,8.10424918236,0.0276717358662
119.999649,-2.52996148311e-06,8.11415787464,0.0276644573881
120.52596325,-2.53047162485e-06,8.1308520502,0.0276521946001
121.0522775,-2.5309788596e-06,8.15565436428,0.0276339759392
121.57859175,-2.53148308375e-06,8.18986491598,0.0276088464114
122.104906,-2.53198416979e-06,8.23592870232,0.027575010032
122.63122025,-2.5324819797e-06,8.29301882845,0.0275330742008
123.1575345,-2.53297639213e-06,8.3601758051,0.0274837437153
123.68384875,-2.5334672921e-06,8.43780614248,0.0274267199713
124.210163,-2.5339545838e-06,8.52334224024,0.0273638890124
124.73647725,-2.53443819585e-06,8.61622842907,0.0272956590081
125.2627915,-2.53491807501e-06,8.71478879594,0.0272232610086
125.78910575,-2.53539417789e-06,8.81939654021,0.0271464208784
126.31542,-2.53586647787e-06,8.92764305441,0.0270669078719
126.84173425,-2.53633496908e-06,9.03904177071,0.0269850794
127.3680485,-2.53679966001e-06,9.15214709409,0.0269019973314
127.89436275,-2.53726057195e-06,9.26654973005,0.0268179623156
128.420677,-2.53771773205e-06,9.38179180234,0.0267333106877
128.94699125,-2.53817117096e-06,9.49774697894,0.0266481352455
129.4733055,-2.53862092567e-06,9.61360578686,0.0265630305914
129.99961975,-2.53906704571e-06,9.72830696678,0.0264787762786
130.525934,-2.53950958509e-06,9.84208920907,0.026395196976
131.05224825,-2.53994859878e-06,9.95447133537,0.0263126461354
131.5785625,-2.54038414348e-06,10.0655247405,0.0262310713134
132.10487675,-2.54081628501e-06,10.1737811018,0.0261515510736
132.631191,-2.54124508637e-06,10.2808186073,0.0260729261504
133.15750525,-2.5416706119e-06,10.3848574865,0.0259965038828
133.6838195,-2.54209292546e-06,10.4874373451,0.0259211533459
134.21013375,-2.54251208725e-06,10.5875170538,0.0258476393063
134.736448,-2.54292816441e-06,10.6849269205,0.0257760864123
135.26276225,-2.54334121829e-06,10.7804810975,0.0257058966242
135.7890765,-2.54375130711e-06,10.8737461595,0.0256373883167
136.31539075,-2.54415849025e-06,10.9648104484,0.0255704965979
136.841705,-2.54456282403e-06,11.0539014705,0.0255050543518
137.36801925,-2.54496436344e-06,11.1408704843,0.0254411708374
137.8943335,-2.54536316598e-06,11.2253617443,0.0253791073691
138.42064775,-2.54575928663e-06,11.3079404441,0.0253184487813
138.946962,-2.54615277706e-06,11.3884438743,0.0252593145929
139.47327625,-2.54654368765e-06,11.4670990259,0.0252015380666
139.9995905,-2.54693207076e-06,11.5432861583,0.0251455744358
140.52590475,-2.54731798159e-06,11.6170431197,0.0250913958991
141.052219,-2.54770147624e-06,11.6880638881,0.0250392272464
141.57853325,-2.54808260143e-06,11.7579170048,0.0249879162979
142.1048475,-2.54846139869e-06,11.8258284822,0.02493803159
142.63116175,-2.54883791533e-06,11.8915487731,0.024889756429
143.157476,-2.54921219054e-06,11.9564338768,0.0248420947587
143.68379025,-2.54958426002e-06,12.0196690611,0.0247956450448
144.2101045,-2.54995416496e-06,12.0811101741,0.0247505131748
144.73641875,-2.55032194139e-06,12.1415766997,0.0247060971928
145.262733,-2.55068762302e-06,12.2005970127,0.0246627435333
145.78904725,-2.55105124821e-06,12.257811293,0.0246207165039
146.3153615,-2.55141285353e-06,12.3137418416,0.0245796324459
146.84167575,-2.55177246996e-06,12.3687046827,0.0245392592222
147.36799,-2.55213013031e-06,12.42205422,0.0245000710587
147.89430425,-2.55248586867e-06,12.4741131863,0.0244618308905
148.4206185,-2.55283971712e-06,12.5248287638,0.0244245775151
148.94693275,-2.55319170593e-06,12.574462544,0.0243881187791
149.473247,-2.55354186451e-06,12.6228502748,0.0243525753349
149.99956125,-2.55389022602e-06,12.6694857093,0.0243183190485
150.5258755,-2.55423681585e-06,12.7159989142,0.0242841525464
151.05218975,-2.55458165846e-06,12.7609821203,0.0242511099125
151.578504,-2.55492478701e-06,12.8042937145,0.0242192951692
152.10481825,-2.55526622981e-06,12.8467692498,0.0241880945571
152.6311325,-2.55560601092e-06,12.8882683015,0.0241576112258
153.15744675,-2.55594415731e-06,12.9283970996,0.024128134421
153.683761,-2.55628069506e-06,12.9676095074,0.0240993307551
