,B,C
2.8006,-1.5966307463099417e-05,0.00013882639759702926
2.805763,-1.6032823299973296e-05,0.00013875173672875125
2.822077,-1.6239899086116326e-05,0.00013851381689613466
2.8339,-1.6387076606772752e-05,0.00013833949497053956
2.839063,-1.645059297165946e-05,0.0001382628776224269
2.855377,-1.6648290927857353e-05,0.0001380188675202158
2.8672,-1.6788765222485206e-05,0.00013784021755789216
2.872379,-1.6849559988994947e-05,0.00013776149642590513
2.888741,-1.7038737765882933e-05,0.00013751091668130725
2.9006,-1.7173111417199244e-05,0.000137327578284716
2.905763,-1.723090717549689e-05,0.00013724730632937979
2.922077,-1.7410720267983017e-05,0.00013699192349068794
2.9339,-1.75384110972976e-05,0.0001368051949302687
2.939079,-1.759365331322516e-05,0.00013672297813859037
2.955441,-1.7765472573950116e-05,0.00013646152324818287
2.9673,-1.788743985973368e-05,0.00013627046253299763
2.972463,-1.793987923193901e-05,0.00013618686973178754
2.988777,-1.810294691534298e-05,0.00013592115760257945
3.0006,-1.821866943965129e-05,0.00013572709624024446
3.005763,-1.8268564113925215e-05,0.00013564196372623286
3.022077,-1.8423676716724398e-05,0.00013537146427684653
3.0339,-1.853371384314813e-05,0.00013517400615314392
3.039079,-1.8581288453262616e-05,0.0001350871488760848
3.055441,-1.8729138466615523e-05,0.00013481126629588314
3.0673,-1.8833975939637424e-05,0.00013460996926639888
3.072463,-1.8879019951255207e-05,0.00013452197680331
3.088777,-1.9018969268967707e-05,0.0001342425888917254
3.1006,-1.91181699162038e-05,0.00013403882770893845
3.105779,-1.9161038107271894e-05,0.00013394924594985335
3.122141,-1.9294176595452114e-05,0.0001336648989584011
3.134,-1.938850124367323e-05,0.00013345760246263915
3.139163,-1.9429006843129748e-05,0.00013336703295176345
3.155477,-1.9554769719269262e-05,0.0001330796409114207
3.1673,-1.964383269342998e-05,0.00013287020863918912
3.172463,-1.9682183478920122e-05,0.00013277845267744437
3.188777,-1.9801210986465307e-05,0.0001324873775945636
3.2006,-1.988546111025146e-05,0.00013227533770970702
