,A,B,C
1.264495,0.00015005659420282204,0.0007228727661509395,0.00012707063964583485
1.3,0.000142274074441215,0.0007255125131102121,0.0001322134124481678
1.315505,0.00013900336925322867,0.0007265317770180995,0.00013446485372826673
1.364495,0.00012915490774489073,0.0007292478111357167,0.00014159728111898685
1.4,0.0001224564308990512,0.0007307622814113638,0.00014678128768917794
1.415505,0.00011964130885087157,0.0007313104177287068,0.00014904827342001464
1.464495,0.00011116465946204664,0.0007326148251723426,0.00015622051536520298
1.5,0.00010539922700203534,0.000733175761937921,0.00016142501105963442
1.515505,0.00010297622899681729,0.0007333249126309669,0.00016369885837180667
1.564495,9.568030924323625e-05,0.000733434782540403,0.00017088490821595128
1.6,9.071795552970544e-05,0.0007331897094736643,0.00017609233499621922
1.615505,8.863246181653342e-05,0.000733001838650148,0.0001783656995329075
1.664495,8.235280547957677e-05,0.0007321036162287796,0.000185543578291232
1.7,7.808166804990608e-05,0.0007311792169760403,0.00019073911497364052
1.715505,7.628666697342412e-05,0.000730707531135201,0.00019300580189096183
1.764495,7.08817166666551e-05,0.0007289612941284354,0.0002001569892044957
1.8,6.720551460685586e-05,0.0007274663209200542,0.00020532816447267458
1.815505,6.566054286025168e-05,0.0007267564913225525,0.0002075829658167806
1.864495,6.100845901185432e-05,0.0007242996306580265,0.00021469191032970336
1.9,5.7844322571151224e-05,0.0007223274076627888,0.0002198282697656428
1.915505,5.6514553063445235e-05,0.0007214186223846455,0.00022206682455149223
1.964495,5.251046738195132e-05,0.0007183690099729117,0.00022912052264471925
2.0,4.9787069904737546e-05,0.0007159995878432165,0.00023421334225162682
2.015505,4.864252668088163e-05,0.000714925457238412,0.00023643201608028724
2.064495,4.519617819121121e-05,0.0007113841723716349,0.00024341964943673435
2.1,4.28521282559795e-05,0.000708686182568042,0.0002484616891755573
2.115505,4.1867010772323e-05,0.0007074755185597437,0.00025065747066751207
2.164495,3.890071113314489e-05,0.0007035291943952009,0.0002575700944712324
2.2,3.6883168653638356e-05,0.0007005614451108484,0.00026255538623509006
2.215505,3.6035270176430744e-05,0.0006992389318868746,0.0002647257979362716
2.264495,3.348215241258278e-05,0.0006949617749373842,0.00027155607264960936
2.3,3.1745637505014905e-05,0.0006917746246174804,0.0002764797378770796
2.315505,3.1015844521357245e-05,0.0006903613958574489,0.0002786227596207688
2.364495,2.881835569386908e-05,0.0006858169240391512,0.00028536472026655427
2.4,2.7323723459437498e-05,0.0006824534634768629,0.00029022281306327234
2.415505,2.6695584816294815e-05,0.0006809675991313235,0.00029233681605195445
2.464495,2.4804188651451535e-05,0.0006762101375743784,0.0002989856737737422
2.5,2.3517746763468715e-05,0.0006727072072489402,0.0003037750459871616
2.515505,2.2977102822180536e-05,0.0006711641610771446,0.00030585873610024553
2.564495,2.134916305400753e-05,0.0006662401294438299,0.0003124107075017325
2.6,2.024191225810442e-05,0.0006626291950523219,0.0003171288926891423
2.615505,1.977657570471358e-05,0.0006610421625642714,0.0003191812617305836
2.664495,1.8375394958944865e-05,0.0006559911829185709,0.00032563342212205224
2.7,1.742237536553713e-05,0.0006522990888558235,0.000330278535778206
2.715505,1.7021856481693312e-05,0.0006506793239606599,0.0003322988195572135
2.764495,1.5815849035535562e-05,0.0006455351741877665,0.000338648976776264
2.8,1.499557746853412e-05,0.00064178479197717,0.0003432196305538605
2.815505,1.4650847669968813e-05,0.0006401418794835394,0.00034520727284605656
2.864495,1.3612827439830692e-05,0.000634933313775569,0.0003514538587841644
2.9,1.2906813158188174e-05,0.0006311441000851754,0.00035594908675619884
2.915505,1.261010147039365e-05,0.0006294861902038574,0.0003579037083253114
2.964495,1.1716669177244227e-05,0.0006242376451309613,0.00036404568569135636
3.0,1.1108997052626594e-05,0.0006204261219707802,0.00036846488097615367
3.015505,1.0853614935849138e-05,0.0006187601321131656,0.0003703862529505459
3.064495,1.0084630633552813e-05,0.000613492334219609,0.00037642303514639835
3.1,9.561602388035989e-06,0.0006096725021614459,0.00038076589545007664
3.115505,9.341792962750052e-06,0.0006080042905900782,0.0003826539164467302
3.164495,8.679922038996385e-06,0.0006027347792345454,0.00038858529872601603
3.2,8.22974745548963e-06,0.0005989184729855899,0.00039285177955847674
3.215505,8.04055572956061e-06,0.000597252988238329,0.0003947064560316666
3.264495,7.470878145242745e-06,0.0005919965654866849,0.00040053255636762785
3.3,7.083409289836617e-06,0.0005881937598482531,0.0004047228308614642
3.315505,6.920570462004554e-06,0.0005865351693113552,0.00040654426022619433
3.364495,6.430244420434814e-06,0.0005813042870452488,0.0004122654685338698
3.4,6.096746885455733e-06,0.0005775233601693401,0.00041637989294475604
3.415505,5.956590207252645e-06,0.0005758751607045897,0.00041816824908770967
3.464495,5.534562671573269e-06,0.000570680253693565,0.0004237851836344132
3.5,5.247518682655642e-06,0.0005669282135869833,0.0004278242677299109
3.515505,5.126884711590812e-06,0.0005652933267133306,0.0004295797885746286
3.564495,4.763642244799917e-06,0.0005601430991795789,0.0004350932585751708
3.6,4.516581193572324e-06,0.0005564257785765789,0.0004390576402293968
3.615505,4.4127505722887385e-06,0.0005548066323584293,0.00044078061706883005
3.664495,4.100104883262949e-06,0.0005497083045145278,0.0004461915906017567
3.7,3.887457465479189e-06,0.000546030528525609,0.0004500820140084577
3.715505,3.7980896214053036e-06,0.0005444291280201237,0.00045177278235801705
3.764495,3.5289929826505626e-06,0.0005393886481573984,0.0004570823588594964
3.8,3.345965653715398e-06,0.0005357543784878888,0.00046089965585793965
3.815505,3.269046037366372e-06,0.0005341723663456155,0.00046255858761656203
3.864495,3.03743241360351e-06,0.0005291945932738015,0.00046776797431213846
3.9,2.8798993314420965e-06,0.0005256070522774171,0.00047151304839068275
3.915505,2.81369400400475e-06,0.0005240457608684912,0.0004731405451270461
3.964495,2.6143423102756542e-06,0.0005191346208386271,0.0004782510368506386
4.0,2.478752329699225e-06,0.0005155963982163528,0.0004819248494534879
4.015505,2.421768876204117e-06,0.0005140568944633421,0.0004835213366599938
4.064495,2.2501852830328096e-06,0.0005092155161302494,0.0004885342985862571
4.1,2.1334819050472343e-06,0.0005057286606933908,0.0004921378574010997
4.115505,2.0844357920240482e-06,0.000504211784627339,0.0004937037795801747
4.164495,1.9367524245298894e-06,0.000499442615112619,0.0004986206324623881
4.2,1.83630489606692e-06,0.000496008713691926,0.0005021549814115426
4.215505,1.794090515310064e-06,0.0004945151116065353,0.0005036907978776902
4.264495,1.6669782627263378e-06,0.00048982001629662,0.0005085130054401887
4.3,1.5805222736326376e-06,0.00048644026158935655,0.0005119792161365443
4.315505,1.544188019339287e-06,0.00048497041454636337,0.0005134853974338309
4.364495,1.434781489470253e-06,0.0004803507628931418,0.0005182144556169207
4.4,1.3603681299327337e-06,0.00047702601179035897,0.0005216136200792397
4.415505,1.3290949473967222e-06,0.00047558026012425566,0.0005230906449278793
4.464495,1.2349278743201172e-06,0.0004710369993999145,0.0005277280727252963
4.5,1.1708797021147342e-06,0.0004677678231213266,0.000531061297176088
4.515505,1.1439626244162472e-06,0.0004663463875012809,0.0005325096498738323
4.564495,1.0629122733775151e-06,0.0004618801061871102,0.000537056981539041
4.6,1.0077855005998112e-06,0.00045866683336605654,0.0005403253811328708
4.615505,9.846177570869117e-07,0.0004572698328951701,0.0005417455493472703
4.664495,9.148570733481519e-07,0.00045288081515007387,0.0005462043277761044
4.7,8.674090202305765e-07,0.00044972356885187816,0.0005494090221274163
4.715505,8.474683585624769e-07,0.00044835103661702944,0.0005508014950239333
4.764495,7.874247815349867e-07,0.0004440393090700637,0.0005551732661479257
4.8,7.465858636878174e-07,0.0004409380385901123,0.0005583153755457228
4.815505,7.294227771084003e-07,0.0004395899350180591,0.0005596806422043556
4.864495,6.777427913479815e-07,0.0004353553069559602,0.0005639669502522141
4.9,6.425924089541021e-07,0.00043230981512590874,0.0005670475924646578
4.915505,6.278200034123235e-07,0.0004309860394517715,0.0005683861405443371
4.964495,5.833386273781435e-07,0.000426828137323226,0.000572588524048916
5.0,5.530844128306451e-07,0.00042383810395225696,0.0005756088116344309
5.015505,5.403696855302261e-07,0.0004225385040638505,0.0005769211262501379
5.064495,5.020842103161531e-07,0.00041845680109383227,0.0005810411146953695
5.1,4.760441664944548e-07,0.0004155218030845351,0.0005840021527484867
5.115505,4.651004992720236e-07,0.00041424618396930995,0.0005852887155309345
5.164495,4.321478853231863e-07,0.0004102400255662701,0.0005893278265479224
5.2,4.097350118647993e-07,0.0004073595541695354,0.000592230710818114
5.215505,4.0031571018057316e-07,0.0004061076851592912,0.0005934919991300426
5.264495,3.719531324669775e-07,0.0004021763107028505,0.000597451736164196
5.3,3.526621934769638e-07,0.00039934978631145905,0.000600297551494576
5.315505,3.4455492537248324e-07,0.0003981214072927986,0.0006015340377813411
5.364495,3.201430284647372e-07,0.0003942639688077018,0.0006054158881633449
5.4,3.0353916337767607e-07,0.0003914907536325932,0.0006082057072035391
5.415505,2.9656117304236305e-07,0.0003902855803676788,0.000609417858458789
5.464495,2.755496586217698e-07,0.00038650115851929223,0.0006132232918215954
5.5,2.612585794797933e-07,0.00038378056744456254,0.0006159581739754654
5.515505,2.552525675295025e-07,0.00038259829612659015,0.0006171464513053883
5.564495,2.371677894430149e-07,0.0003788859139125615,0.0006208769182975026
5.6,2.2486734361480886e-07,0.000376217223783978,0.0006235579088719129
5.615505,2.196979212147106e-07,0.0003750575349344449,0.0006247227671438461
5.664495,2.0413220843976863e-07,0.00037141616939493206,0.0006283796983961331
5.7,1.935451165855067e-07,0.0003687986269612419,0.000631007827921676
5.715505,1.8909575348536448e-07,0.00036766118876116005,0.0006321497154848582
5.764495,1.7569822032055228e-07,0.00036408978098509734,0.0006357345207940852
5.8,1.6658582590037983e-07,0.0003615226096808437,0.0006383108044927572
5.815505,1.6275622358416527e-07,0.00036040708081520314,0.0006394301629607142
5.864495,1.5122485990699398e-07,0.00035690454448139607,0.0006429442306581976
5.9,1.4338174933311487e-07,0.0003543869502136454,0.0006454696680365207
5.915505,1.400855800679257e-07,0.00035329298229738086,0.0006465669321220507
5.964495,1.3016044335660734e-07,0.0003498582109559285,0.0006500116286002135
6.0,1.234098155152667e-07,0.0003473893870346725,0.0006524872031493092
6.015505,1.2057277633269242e-07,0.0003463166266788659,0.0006535628005442986
6.064495,1.1203013198496643e-07,0.0003429484999497594,0.0006569394699177521
6.1,1.0621981274707958e-07,0.00034052763128226683,0.000659366148904481
6.115505,1.0377795048943854e-07,0.00033947572185113073,0.000660420500197875
6.164495,9.642522834823977e-08,0.0003361731106922142,0.0006637304640789317
6.2,9.142424022689578e-08,0.0003337993773448337,0.0006661091984144321
6.215505,8.932250990116897e-08,0.0003327679604469726,0.0006671427170426192
6.264495,8.299396329603434e-08,0.0003295297316222281,0.000670387274413968
6.3,7.868957292334305e-08,0.0003272023118387082,0.000672718998587859
6.315505,7.688059686490347e-08,0.00032619102859008487,0.000673732090812541
6.364495,7.143356631427911e-08,0.00032301604845093475,0.0006769125179822409
6.4,6.772874318113827e-08,0.00032073412120390106,0.0006791981500524063
6.415505,6.617174305607422e-08,0.0003197426132947161,0.0006801912149617164
6.464495,6.148344040608478e-08,0.00031662975097131207,0.0006833087655877697
6.5,5.8294669579224705e-08,0.00031439249811284896,0.0006855492072170581
6.515505,5.6954547150218865e-08,0.0003134204087060451,0.0006865226367462912
6.564495,5.2919287657249995e-08,0.00031036853879198335,0.0006895785419198452
6.6,5.017468716734386e-08,0.00030817514686006143,0.0006917746784522556
6.615505,4.90212331015321e-08,0.00030722212134529845,0.0006927288574210845
6.664495,4.554805306362816e-08,0.0003042301261475492,0.0006957243257988707
6.7,4.318575352621971e-08,0.00030207978787712034,0.0006978770263688356
6.715505,4.2192966409803316e-08,0.0003011454745007353,0.0006988123325323372
6.764495,3.920357264300517e-08,0.00029821224591655536,0.0007017485505102832
6.8,3.717032258531431e-08,0.00029610416149731855,0.0007038586681795763
6.815505,3.63158227940038e-08,0.0002951882118859219,0.0007047754722907644
6.864495,3.374282773027399e-08,0.00029231265295988736,0.0007076536042118617
6.9,3.199279318485166e-08,0.0002902460310768593,0.0007097219761294338
6.915505,3.1257318397482e-08,0.00028934810066975127,0.0007106206420113294
6.964495,2.9042721019409348e-08,0.00028652912687662546,0.0007134418304018326
7.0,2.7536452324820116e-08,0.00028450318556460266,0.0007154692779825485
7.015505,2.6903423307894483e-08,0.00028362293396807137,0.0007163501626080968
7.064495,2.4997301677075332e-08,0.00028085947426083086,0.0007191155284369673
7.1,2.3700844195001998e-08,0.00027887344159948025,0.0007211028575557984
7.115505,2.3155991069984634e-08,0.0002780105328742177,0.0007219663111341862
7.164495,2.1515376975770046e-08,0.0002753015305310599,0.0007246769540914374
7.2,2.039950567813129e-08,0.0002733546452036375,0.0007266249552901559
7.215505,1.9930546246724917e-08,0.0002725087480949362,0.0007274713213582888
7.264495,1.8518456607419576e-08,0.0002698531613943581,0.0007301283201485054
7.3,1.7558017279395736e-08,0.00026794467312983344,0.0007320377688523566
7.315505,1.7154380155541512e-08,0.0002671154612488743,0.0007328673843704397
7.364495,1.5938983337688305e-08,0.00026451226399783976,0.0007354717970182913
7.4,1.511232554590996e-08,0.00026264143391343495,0.0007373434537604863
7.415505,1.4764911853291148e-08,0.00026182858587681253,0.0007381566492108016
7.464495,1.3718810116028668e-08,0.0002592767678135183,0.0007407095133758323
7.5,1.3007299159772946e-08,0.00025744286867228567,0.0007425441240280197
7.515505,1.270827742295513e-08,0.0002566460682059147,0.0007433412235161276
7.564495,1.1807889312151503e-08,0.00025414463529564854,0.0007458435568145037
7.6,1.1195486155843171e-08,0.00025234695169165807,0.0007476418528216491
7.615505,1.0938115761442361e-08,0.0002515658877043441,0.0007484231741793576
7.664495,1.016314453139926e-08,0.00024911386234433355,0.0007508759745105972
7.7,9.636044249163237e-09,0.0002473516908262778,0.0007526386731289338
7.715505,9.414523497464894e-09,0.00024658605745749024,0.0007534045280184733
7.764495,8.747499577237345e-09,0.0002441824786044034,0.0007558087738954797
7.8,8.293820159240679e-09,0.00024245512774690538,0.0007575365784323942
7.815505,8.10315548101596e-09,0.00024170462439265493,0.0007582872724513229
7.864495,7.52904267152368e-09,0.00023934854762449543,0.0007606439233322911
7.9,7.138557177111373e-09,0.00023765533805509924,0.0007623375233871804
7.915505,6.974450567487552e-09,0.00023691966937527183,0.0007630733561736175
7.964495,6.4803070922270676e-09,0.00023461016689775273,0.0007653833527946111
8.0,6.144213111989373e-09,0.00023295043128645024,0.0007670434244998923
8.015505,6.002965243884069e-09,0.0002322293071964752,0.0007677646898377355
8.064495,5.5776520125725236e-09,0.0002299654678025343,0.0007700289545449071
8.1,5.288373242507007e-09,0.0002283385508197147,0.0007716561608064952
8.115505,5.166800075588094e-09,0.00022763168646904004,0.000772363146730337
8.164495,4.800729584354121e-09,0.00022541261545893433,0.000774582583810933
8.2,4.551745039164006e-09,0.00022381787370680806,0.000776177574547603
8.215505,4.447106044516137e-09,0.0002231249894463047,0.0007768705634471012
8.264495,4.132026252290903e-09,0.00022094980851466683,0.0007790460594585306
8.3,3.917723267908437e-09,0.00021938661043650052,0.0007806094718396798
8.315505,3.827659650430911e-09,0.0002187074317766159,0.000781288740563182
8.364495,3.556467959633736e-09,0.00021657527887194907,0.0007834211646595389
8.4,3.3720156713193643e-09,0.00021504300464283093,0.0007849536233409438
8.415505,3.2944971972511155e-09,0.0002143772622040534,0.0007856194432981954
8.464495,3.0610803454815226e-09,0.0002122872913653613,0.0007877096475537386
8.5,2.9023207894144516e-09,0.00021078533276768503,0.0007892117649109695
8.515505,2.8356000203606306e-09,0.00021013276222465855,0.0007898644021747651
8.564495,2.6346962739004326e-09,0.00020808414339923577,0.0007919132219039336
8.6,2.498050657448898e-09,0.00020661190368563592,0.0007933855982631484
8.615505,2.440623559242425e-09,0.00020597224570607103,0.0007940253136698115
8.664495,2.2677041019035626e-09,0.00020396416455190148,0.0007960335677434377
8.7,2.15009212969868e-09,0.0002025210582979801,0.0007974767916093298
8.715505,2.100664168133133e-09,0.00020189405847734367,0.0007981038408579279
8.764495,1.9518310116927635e-09,0.00019992571615305797,0.0008000723320153694
8.8,1.850601448936695e-09,0.00019851116910190464,0.0008014869802960839
8.815505,1.8080584080931353e-09,0.00019789657789472844,0.000802101614046301
8.864495,1.6799565229906747e-09,0.00019596719083964535,0.0008040311292032685
8.9,1.5928274307420278e-09,0.00019458063973986235,0.0008054177674321423
8.915505,1.5562102960900827e-09,0.00019397821238838813,0.0008060202314007513
8.964495,1.445951981617131e-09,0.0001920870120947966,0.0008079115419526566
9.0,1.3709592768242984e-09,0.0001907279045334913,0.0008092707245066651
9.015505,1.3394426169068943e-09,0.00019013740099426622,0.0008098612595625503
9.064495,1.2445424060263688e-09,0.00018828363377378885,0.0008117151216832378
9.1,1.1799955867378638e-09,0.00018695142800578108,0.0008130473919980634
9.115505,1.1528689461148096e-09,0.0001863726128747255,0.0008136262342557597
9.164495,1.0711875775194504e-09,0.00018455553962033378,0.0008154433891915192
9.2,1.0156316152192192e-09,0.00018324970439464054,0.0008167492799731732
9.215505,9.922834992253035e-10,0.00018268234683103477,0.0008173166608848952
9.264495,9.21979693641451e-10,0.00018090124277605164,0.0008190978352436832
9.3,8.741622336778682e-10,0.00017962125716055387,0.0008203778686766394
9.315505,8.540663239763909e-10,0.00017906513081032162,0.0008209340151227814
9.364495,7.935552776439381e-10,0.00017731928528554744,0.0008226799211586012
9.4,7.523984083773736e-10,0.00017606463849060606,0.0008239346091104103
9.415505,7.35101698577098e-10,0.00017551952140921646,0.0008244797434885098
9.464495,6.830193582565433e-10,0.00017380823759914155,0.0008261910793809244
9.5,6.475953125394527e-10,0.00017257842880081422,0.000827420923603296
9.515505,6.32707896425468e-10,0.00017204410337607478,0.0008279552639154516
9.564495,5.878802106114929e-10,0.00017036669807499375,0.0008296327140442178
9.6,5.573904518584879e-10,0.0001691612362384017,0.0008308382063705671
9.615505,5.44576734041045e-10,0.00016863748911337222,0.0008313619663093145
9.664495,5.059931872367287e-10,0.0001669932924820879,0.000833006201524145
9.7,4.797504086382372e-10,0.00016581169618539707,0.0008341878240636128
9.715505,4.687215394880814e-10,0.00016529831818161794,0.0008347012130962612
9.764495,4.3551237294357964e-10,0.00016368667350531425,0.0008363128909817307
9.8,4.1292500404543856e-10,0.00016252847076472004,0.0008374711163096922
9.815505,4.034323683823002e-10,0.00016202525680591792,0.0008379743397611302
9.864495,3.7484897380290286e-10,0.0001604455202536865,0.0008395541048967554
9.9,3.5540784519581147e-10,0.00015931024834972766,0.0008406893962418414
9.915505,3.472374579506407e-10,0.00015881699738613385,0.0008411826553758225
9.964495,3.2263550220487685e-10,0.00015726853777255897,0.0008427311395913524
10.0,3.059023677162213e-10,0.00015615574307803218,0.0008438439510190122
