,AA,H2O,ASA,ASAA,SA,HA
109.99967825,1.51691565618e-127,2.50079682452,1.52978819031,1.80917885241e-107,0.13617173603,10.5680681376
110.5259925,2.68929619212e-129,2.50081683938,1.52973995552,-1.5319692675e-108,0.136172826014,10.568152718
111.05230675,4.76731535312e-131,2.50083619143,1.52969331805,1.29722594183e-109,0.136173879906,10.5682344974
111.578621,8.45033868639e-133,2.50086363656,1.52962717672,-1.0984421873e-110,0.136175374477,10.5683504773
112.10493525,1.49762498337e-134,2.5008685917,1.529615235,9.30116713462e-112,0.136175644436,10.5683714171
112.6312495,2.65424525685e-136,2.50090386343,1.52953023201,-7.87577084816e-113,0.136177565174,10.5685204712
113.15756375,4.70320345459e-138,2.50092025441,1.52949073058,6.66876943915e-114,0.136178457828,10.5685897375
113.683878,8.33323228957e-140,2.50093827463,1.52944730274,-5.64671173971e-115,0.136179439197,10.5686658888
114.21019225,1.47636022739e-141,2.50095086578,1.52941695868,4.78127220471e-116,0.136180124944,10.5687190975
114.7365065,2.61544932792e-143,2.50096545182,1.52938180704,-4.04845332989e-117,0.136180919315,10.5687807364
115.26282075,4.63301272841e-145,2.50096980739,1.52937131026,3.42794523822e-118,0.136181156622,10.5687991425
115.789135,8.20674003964e-147,2.50097265731,1.52936444201,-2.90253949771e-119,0.136181311944,10.5688111859
116.31544925,1.45372158179e-148,2.50099013662,1.52932231776,2.45765038742e-120,0.136182263855,10.5688850514
116.8417635,2.57484883135e-150,2.50100170778,1.52929443182,-2.08094281724e-121,0.136182894059,10.5689339497
117.36807775,4.56040481711e-152,2.50102143559,1.5292468888,1.7619654084e-122,0.136183968402,10.5690173171
117.894392,8.07621798781e-154,2.50103166626,1.52922223337,-1.49187625519e-123,0.136184525613,10.5690605506
118.42070625,1.43017229295e-155,2.50103708236,1.52920918076,1.26318590577e-124,0.136184820663,10.5690834385
118.9470205,2.53267641721e-157,2.50107744368,1.52911191214,-1.06953859029e-125,0.136187018527,10.5692540006
119.47333475,1.83949874107e-158,2.50135170085,1.52845096768,5.70623429192e-128,0.136201952332,10.5704129785
119.999649,1.33665983409e-159,2.50200980249,1.52686497958,-1.65156509068e-130,0.136237786983,10.5731940373
120.52596325,1.08658238744e-160,2.50311935672,1.52419101609,-1.07333388542e-132,0.136298203831,10.5778828807
121.0522775,9.45284769802e-162,2.5047696256,1.52021396064,-1.84018133183e-134,0.136388063316,10.5848567196
121.57859175,7.6977883373e-163,2.50704946262,1.51471968134,-1.00307374789e-136,0.13651220363,10.594491038
122.104906,6.22530927185e-164,2.51012577887,1.50730593181,-6.3411179615e-140,0.136679713305,10.6074911823
122.63122025,5.07647908358e-165,2.5139489702,1.49809225526,1.12293501765e-142,0.136887891329,10.6236475315
123.1575345,4.25853985613e-166,2.51846125184,1.48721790976,4.18433045456e-145,0.137133591243,10.6427158937
123.68384875,3.56262338764e-167,2.52369746643,1.4745989265,2.33309711894e-147,0.137418710276,10.66484351
