,A,B,C,D,E,F,G,H
11.26202,0.00042777395487626465,0.03830334141794459,0.013870562128523169,0.10986496589674027,0.09131729680963381,0.12663590927294474,0.32843504953558567,0.17255418683084545
11.45798,0.004992557254804396,0.03779209779617097,0.014177524729456487,0.11141336838909378,0.08459403807337808,0.12160330468293962,0.3253161558760247,0.1735858301425416
11.6,0.0,0.0318065665982369,0.009397543013343132,0.11602338315060315,0.08935243071414609,0.11896941390338411,0.3210788497556836,0.17796325985044664
11.66202,0.0029877920199618156,0.03518447773533197,0.016918550397199927,0.10648574388194382,0.09679586206812638,0.12491941966999728,0.33319889728860297,0.18016319557185928
11.85798,0.0027052512491775103,0.026711424737827418,0.014533586917649303,0.09405882237416044,0.08774590921078894,0.12387722169453538,0.3130121267591421,0.17545218060296477
12.0,0.0020506171878925806,0.02313526509975839,0.012481399172566056,0.10241035591828222,0.09197854988644964,0.11812283230722165,0.31841984911861987,0.175450086766117
12.06202,0.0,0.033209522252159736,0.015107408592287964,0.09592076952148815,0.09971496107453395,0.12395705378668165,0.32174743962106656,0.16584610554006046
12.25798,0.0,0.02362072717004463,0.0,0.09245809563723983,0.09388769234585201,0.12226778101533158,0.3178768289840448,0.18042121493997204
12.4,0.0,0.019307974151630602,0.012037320785841908,0.1058295037066142,0.10518796074451706,0.11896661618720306,0.31145728127414296,0.1799773999672331
12.46202,0.003480005006854997,0.02833037953448677,0.009595220437328396,0.10235685294280925,0.09474176040608366,0.11525081827356518,0.3191090757565287,0.1812292926491526
12.65798,0.002276122643812197,0.02111830840107104,0.002025450073009385,0.10112672730238609,0.09241819996452261,0.12823890170574836,0.3147685308234111,0.18910929952056316
12.8,0.0,0.02158728933680758,0.0056056708207349,0.09332222620842712,0.08998630586626015,0.11022964036289574,0.32251620646387397,0.18673652073581787
12.86202,0.0019384848078860932,0.03436566565295697,0.0038737892731783513,0.09497335409654424,0.09430243804325127,0.1220346522297476,0.3155505238292639,0.1894836653786214
13.05798,0.004698056221993651,0.023056410357698277,0.007547450780132894,0.09883776890932472,0.09445424219968597,0.10398039968013843,0.31684648915961705,0.18329581303992415
13.2,0.0,0.02497688363825639,0.003988227349911607,0.08927937284548126,0.0940364296272117,0.11210320549585735,0.3137987084019786,0.19013937750848636
13.26202,0.0023789157278449233,0.014235855978821257,0.0175577568059152,0.0959183207107703,0.09187922730173136,0.10652414096057668,0.32004018689937647,0.18768963054350477
13.45798,0.0,0.011341250340764792,0.0063375229860124895,0.08839732062143628,0.10223675187608235,0.10158558145055802,0.3139885676412873,0.1857875333917148
13.6,0.0039262006299073775,0.02236012403494378,0.007713673861552509,0.08846434009565458,0.09167621363556933,0.11637722378639972,0.30874555008791954,0.19030933641056152
13.66202,0.0,0.019605314107483205,9.751378441626331e-05,0.08205662359448002,0.09124857123512961,0.11515593144405367,0.31249581263439885,0.1864320163212482
13.85798,0.0,0.02002939394907097,0.013230736692737409,0.07922574343169145,0.09548506674606966,0.11595086760828009,0.31356372558808565,0.18340574156785078
14.0,0.0004110900932489708,0.017537629071164032,0.004046839865300988,0.08715806767104801,0.0949581894556643,0.11309737841338685,0.31220381628936916,0.18868992593126177
14.06202,0.007544909810187494,0.022520712803720627,0.008217600577589934,0.08177103398413717,0.09928174686615092,0.1118028277038019,0.30909823898374483,0.1863156819004023
14.25798,0.0,0.015392513304259947,0.014364436177988,0.08393032420943139,0.0945174742799839,0.10719687400806935,0.3075658869787968,0.18932602046342342
14.4,0.00560130025264819,0.022938794366918862,0.0,0.07659285907366112,0.0920658319770256,0.10172555544665692,0.3075889363811147,0.1929403200323561
14.46202,0.005775374891307284,0.014508651783521903,0.009144167885688372,0.08389321608941835,0.09299560759204795,0.10949903268787173,0.2987943424242597,0.18626181388756283
14.65798,0.0,0.012887161228681443,0.013159377239900107,0.08150444300351335,0.10196853999036301,0.10308985922106442,0.30913388463533464,0.18975891845365989
14.8,0.0012670121742210684,0.007590291125447124,0.0,0.07299862247728685,0.09607162385127266,0.10241385738293403,0.30901182783159226,0.1967675348833564
14.86202,0.0,0.01684779434357069,0.004691071228768315,0.0735649372184014,0.09211105286519282,0.10806225082509008,0.3053742694840862,0.19838894289455092
15.05798,0.0,0.010839852700290586,0.0021050667658595243,0.0766961149085996,0.097546625717059,0.11073406082652762,0.29982470990187726,0.19207335323726485
