,C,B,AH,A-,BH+,AC-,P
199.888888889,0.0638539367307,0.000197450655371,0.0887740099153,0.02036362137,0.028331415512,0.00796779414204,0.204212097162
200.666666667,0.0640145906349,0.000199565783788,0.0878607446867,0.0203312713559,0.0283084828369,0.00797721148104,0.204913829297
201.444444444,0.0641756900519,0.00020171962817,0.0869495384892,0.0202989201006,0.0282855417854,0.00798662168472,0.205613852488
202.222222222,0.0643372385719,0.000203913237871,0.0860403923651,0.020266566667,0.0282625912424,0.00799602457535,0.206312166069
203.0,0.0644992398182,0.00020614769997,0.0851333074272,0.0202342100921,0.0282396300556,0.00800541996347,0.207008769344
203.777777778,0.0646616974495,0.000208424140957,0.0842282848625,0.0202018493858,0.0282166570333,0.00801480764747,0.207703661582
204.555555556,0.0648246151624,0.000210743728528,0.0833253259358,0.0201694835297,0.0281936709429,0.00802418741322,0.208396842022
205.333333333,0.0649879966932,0.000213107673464,0.082424431994,0.0201371114753,0.0281706705089,0.00803355903361,0.209088309862
206.111111111,0.0651518458211,0.000215517231624,0.08152560447,0.020104732143,0.0281476544111,0.00804292226807,0.209778064264
206.888888889,0.0653161663687,0.000217973706037,0.080628844887,0.0200723444201,0.0281246212821,0.008052276862,0.21046610435
207.666666667,0.0654809622012,0.000220478449115,0.0797341548636,0.0200399471596,0.0281015697057,0.00806162254609,0.211152429197
208.444444444,0.0656462372103,0.000223032864975,0.0788415361192,0.0200075391799,0.0280784982147,0.00807095903478,0.211837037842
209.222222222,0.065811995135,0.000225638411764,0.0779509904906,0.0199751192746,0.0280554052924,0.00808028601777,0.212519929306
210.0,0.0654919725113,0.000228023289144,0.0770905257606,0.0199717096619,0.0280427863245,0.00807107666264,0.213277747554
210.777777778,0.064705198681,0.000229590744918,0.0762617158464,0.0200137452965,0.0280412188603,0.00802747356377,0.214108124837
211.555555556,0.0639443673753,0.000230417433332,0.0754395266087,0.0200751031161,0.0280403921698,0.00796528905363,0.214931140742
212.333333333,0.0631948615519,0.000231044479645,0.0746253809259,0.0201397429256,0.0280397651225,0.00790002219692,0.215745913461
213.111111111,0.0624541451517,0.000231627405116,0.0738196593373,0.020204748086,0.0280391821965,0.00783443411055,0.21655221797
213.888888889,0.0617215008352,0.000232198263659,0.0730221669868,0.020269596102,0.0280386113376,0.00776901523559,0.217350281175
214.666666667,0.0609967842179,0.000232762341788,0.0722328454518,0.0203342010073,0.0280380472593,0.00770384625202,0.218140166786
215.444444444,0.0602799102669,0.00023332060217,0.0714516285843,0.0203985439147,0.0280374889987,0.00763894508407,0.218921941912
216.222222222,0.0595708054151,0.0002338731888,0.0706784490406,0.0204626185994,0.028036936412,0.00757431781256,0.219695674041
217.0,0.058869398575,0.000234420088879,0.0699132395129,0.0205264212816,0.0280363895118,0.00750996823022,0.220461430468
217.777777778,0.0581756194462,0.000234961259762,0.0691559329636,0.0205899486975,0.0280358483408,0.00744589964329,0.221219278187
218.555555556,0.0574893981951,0.000235496653519,0.0684064626717,0.0206531977346,0.028035312947,0.00738211521237,0.221969283872
219.333333333,0.0568106653964,0.000236026221706,0.0676647622426,0.0207161653619,0.0280347833787,0.00731861801685,0.222711513869
220.111111111,0.0561393520221,0.000236549916303,0.0669307656103,0.0207788486173,0.0280342596841,0.00725541106679,0.223446034195
220.888888889,0.0554753894414,0.000237067689904,0.066204407039,0.0208412446056,0.0280337419104,0.00719249730489,0.22417291054
221.666666667,0.0548187094214,0.00023757949575,0.0654856211244,0.0209033504982,0.0280332301046,0.00712987960641,0.22489220826
222.444444444,0.054169252686,0.000238085274707,0.0647743518279,0.0209651630575,0.0280327243256,0.00706756126807,0.225603983335
223.222222222,0.0535269427331,0.000238584997221,0.0640705251062,0.0210266798248,0.028032224603,0.00700554477822,0.226308309779
224.0,0.0528917127248,0.000239078618902,0.0633740765444,0.0210878983768,0.0280317309813,0.00694383260447,0.227005251962
224.777777778,0.0522634960742,0.000239566093463,0.0626849420705,0.0211488161989,0.0280312435067,0.00688242730785,0.22769487391
225.555555556,0.0516422265681,0.000240047376823,0.0620030579521,0.0212094308101,0.0280307622234,0.00682133141324,0.228377239312
226.333333333,0.0510278383934,0.000240522426055,0.0613283607953,0.0212697397912,0.0280302871741,0.00676054738291,0.229052411517
227.111111111,0.0504202661425,0.000240991199011,0.0606607875447,0.0213297407901,0.0280298184011,0.00670007761106,0.229720453541
227.888888889,0.049819444816,0.000241453654235,0.0600002754841,0.0213894315233,0.0280293559459,0.00663992442262,0.230381428057
228.666666667,0.0492253098236,0.00024190975094,0.0593467622379,0.0214488097763,0.0280288998492,0.00658009007289,0.231035397399
229.444444444,0.0486377969854,0.000242359449,0.0587001857716,0.0215078734037,0.0280284501511,0.00652057674743,0.231682423564
230.222222222,0.0480568425327,0.000242802708954,0.0580604843927,0.0215666203292,0.0280280068911,0.00646138656197,0.232322568202
231.0,0.0474823831093,0.000243239492003,0.0574275967522,0.0216250485457,0.0280275701081,0.00640252156242,0.232955892626
231.777777778,0.0469143557719,0.000243669760004,0.0568014618447,0.0216831561152,0.0280271398401,0.00634398372483,0.233582457801
232.555555556,0.0463526979913,0.000244093475473,0.0561820190097,0.0217409411691,0.0280267161246,0.0062857749555,0.234202324351
233.333333333,0.0457973476529,0.000244510601582,0.0555692079324,0.0217984019075,0.0280262989985,0.00622789709099,0.234815552555
234.111111111,0.0452482430579,0.000244921102152,0.0549629686448,0.0218555365996,0.0280258884979,0.00617035189827,0.235422202343
234.888888889,0.0447053229232,0.000245324941659,0.0543632415258,0.0219123435835,0.0280254846584,0.00611314107485,0.236022333301
235.666666667,0.0441685263828,0.000245722085222,0.0537699673026,0.0219688212659,0.0280250875148,0.00605626624893,0.236616004668
236.444444444,0.0436377929878,0.000246112498609,0.0531830870514,0.0220249681218,0.0280246971014,0.00599972897962,0.237203275332
237.222222222,0.0431130627073,0.000246496148225,0.0526025421977,0.0220807826946,0.0280243134518,0.00594353075719,0.237784203836
238.0,0.0425942759285,0.000246873001116,0.0520282745174,0.0221362635956,0.0280239365989,0.00588767300327,0.238358848369
238.777777778,0.0420814034047,0.000247242975357,0.051460258261,0.0221914073279,0.0280235666246,0.00583215929669,0.238927234599
239.555555556,0.0415743553166,0.000247606100416,0.05089840341,0.0222462140906,0.0280232034996,0.00577698940897,0.239489452575
240.333333333,0.0410730738435,0.00024796234585,0.0503426527692,0.0223006832579,0.0280228472541,0.00572216399619,0.240045559462
241.111111111,0.0405775011758,0.00024831167365,0.0497929495152,0.022354813844,0.0280224979263,0.00566768408229,0.240595612043
