-10.191158294677734		-10.745237350463867
-10.840726852416992		-11.840991020202637
-9.98133659362793		-10.555070877075195
-10.543920516967773		-11.572783470153809
-9.624757766723633		-10.21765422821045
-10.19588851928711		-11.228622436523438
-9.317102432250977		-9.906119346618652
-9.892644882202148		-10.914576530456543
-9.612961769104004		-10.192233085632324
-10.125787734985352		-11.1496000289917
-9.83944320678711		-10.414041519165039
-10.307470321655273		-11.333053588867188
-9.942760467529297		-10.515632629394531
-10.381957054138184		-11.407719612121582
-9.989683151245117		-10.562999725341797
-10.407770156860352		-11.433930397033691
-10.00876235961914		-10.58204174041748
-10.40530014038086		-11.430400848388672
-10.034141540527344		-10.608440399169922
-10.410360336303711		-11.435637474060059
-10.024206161499023		-10.5997896194458
-10.376941680908203		-11.401273727416992
-9.880661010742188		-10.457554817199707
-10.210464477539062		-11.255027770996094
-9.712858200073242		-10.327871322631836
-9.964797973632812		-11.03439998626709
-9.596052169799805		-10.209773063659668
-9.731761932373047		-10.774003982543945
-9.73377513885498		-10.331048965454102
-9.826419830322266		-10.839255332946777
-9.6005859375		-10.191030502319336
-10.167905807495117		-11.19455623626709
-9.511438369750977		-10.098207473754883
-10.246850967407227		-11.274367332458496
-9.440585136413574		-10.043191909790039
-10.246838569641113		-11.273969650268555
-9.393241882324219		-9.976495742797852
-10.391807556152344		-11.424931526184082
-9.916607856750488		-10.499043464660645
-10.58936595916748		-11.614859580993652
-10.042425155639648		-10.6237154006958
-10.654210090637207		-11.680774688720703
-10.106916427612305		-10.68624210357666
-10.692892074584961		-11.718828201293945
-10.243581771850586		-10.818360328674316
-10.774704933166504		-11.799118995666504
-10.378005981445312		-10.951570510864258
-10.858439445495605		-11.88300895690918
-10.388229370117188		-10.964278221130371
-10.85756778717041		-11.882453918457031
-10.350482940673828		-10.9281005859375
-10.82160758972168		-11.845518112182617
-10.346319198608398		-10.92552375793457
-10.80925178527832		-11.833131790161133
-10.323485374450684		-10.913591384887695
-10.780553817749023		-11.812126159667969
-9.534496307373047		-10.294891357421875
-10.256052017211914		-11.25525951385498
-10.809635162353516		-10.955015182495117
-12.129486083984375		-12.370647430419922
-10.428572654724121		-10.562653541564941
-11.659286499023438		-11.88891887664795
-10.322046279907227		-10.526196479797363
-11.050971984863281		-11.683833122253418
-10.324492454528809		-10.856856346130371
-11.291621208190918		-12.026640892028809
-9.982552528381348		-10.503579139709473
-10.92602252960205		-11.649515151977539
-10.14232063293457		-10.678877830505371
-11.059309005737305		-11.75429630279541
-9.805564880371094		-10.330774307250977
-10.708152770996094		-11.391615867614746
-9.828414916992188		-10.282147407531738
-10.314111709594727		-11.245498657226562
-10.042832374572754		-10.625905990600586
-10.851123809814453		-11.652790069580078
-9.707651138305664		-10.279350280761719
-10.505782127380371		-11.295928001403809
-9.857633590698242		-10.366584777832031
-10.715235710144043		-11.374876022338867
-9.523916244506836		-10.021502494812012
-10.373046875		-11.021162033081055
-9.519296646118164		-9.965478897094727
-9.969934463500977		-10.885406494140625
-9.696184158325195		-10.290179252624512
-10.475111961364746		-11.283759117126465
-9.362631797790527		-9.94523811340332
-10.134849548339844		-10.931976318359375
-9.155133247375488		-9.664632797241211
-10.036957740783691		-10.681119918823242
-8.822504043579102		-9.320632934570312
-9.698029518127441		-10.330669403076172
-8.86786937713623		-9.326966285705566
-9.37541389465332		-10.267438888549805
-9.043045043945312		-9.623713493347168
-9.859779357910156		-10.632567405700684
-8.710226058959961		-9.279501914978027
-9.521774291992188		-10.283041954040527
-9.363973617553711		-9.895890235900879
-10.194206237792969		-10.864818572998047
-9.030881881713867		-9.551384925842285
-9.856884002685547		-10.515974998474121
