,B,C
9.4019,3.558385562507075e-05,0.0007874216221700853
9.4352,0.0,0.0007978185579866532
9.4686,0.0001259927323623227,0.0007202284353939095
9.5019,0.0001857065744843329,0.000830760036939919
9.5352,4.442575941797112e-06,0.0008696617228449849
9.5686,1.3725119427917346e-05,0.000968805715728778
9.6019,2.555968290741148e-05,0.0010072370170885914
9.6353,8.98312405493554e-05,0.0008964514896781065
9.6686,7.798336316726303e-05,0.0007357614434653553
9.7019,0.0,0.0008537393471233432
9.7353,3.4036870835858066e-05,0.0008787243928676954
9.7686,0.0,0.0010328057702349905
9.802,0.0,0.0008870797421012735
9.8353,6.476994905456057e-05,0.0010292361716405048
9.8686,3.820272645087733e-05,0.0010185044487870754
9.902,0.0,0.0007035718328201819
9.9353,0.0,0.0008403164979763668
9.9687,3.4998881777098894e-05,0.0010303409502839954
