,r4,r5,v_sum,r0,r1,r2,r3,f,Csat
39.999883,1.04605392974e-09,0.0,8.19618188621e-05,0.00664287203919,0.00857775578332,0.0,0.0,0.0,1.52899635205
40.52619725,1.02828013935e-09,0.0,7.99264565397e-05,0.0064778067189,0.00836470979897,0.0,0.0,0.0,1.52887064506
41.0525115,1.01106461134e-09,0.0,7.7964902994e-05,0.0063187345032,0.00815939197335,0.0,0.0,0.0,1.52849080021
41.57882575,9.94382232547e-10,0.0,7.60736333353e-05,0.00616536859217,0.00796143303747,0.0,0.0,0.0,1.52885019818
42.10514,9.78209346498e-10,0.0,7.42493305056e-05,0.00601743914878,0.00777048551238,0.0,0.0,0.0,1.52842921875
42.63145425,9.62523650636e-10,0.0,7.24888707592e-05,0.00587469210862,0.00758622218523,0.0,0.0,0.0,1.52913541068
43.1577685,9.47304126758e-10,0.0,7.07893140242e-05,0.00573688838762,0.00740833509682,0.0,0.0,0.0,1.52816140991
43.68408275,9.32530861e-10,0.0,6.91478782132e-05,0.00560380178664,0.00723653284863,0.0,0.0,0.0,1.52921740387
44.210397,9.18185093977e-10,0.0,6.75619453854e-05,0.00547521948537,0.00707054124594,0.0,0.0,0.0,1.52854721274
44.73671125,9.04249069491e-10,0.0,6.6029041783e-05,0.00535094041439,0.00691010120519,0.0,0.0,0.0,1.52854226199
45.2630255,8.90705983843e-10,0.0,6.45468299047e-05,0.00523077460587,0.00675496792214,0.0,0.0,0.0,1.52928001826
45.78933975,8.7753992357e-10,0.0,6.31130996042e-05,0.0051145424658,0.00660490993821,0.0,0.0,0.0,1.5289525108
46.315654,8.64735807969e-10,0.0,6.17257598589e-05,0.00500207410133,0.00645970827718,0.0,0.0,0.0,1.52898654417
46.84196825,8.52279335971e-10,0.0,6.03828311526e-05,0.00489320869849,0.00631915564634,0.0,0.0,0.0,1.52896713841
47.3682825,8.40156937004e-10,0.0,5.90824384195e-05,0.0047877939459,0.00618305569662,0.0,0.0,0.0,1.52882427196
47.89459675,8.2835572549e-10,0.0,5.78228045033e-05,0.00468568550083,0.00605122233679,0.0,0.0,0.0,1.52893160413
48.420911,8.16863458669e-10,0.0,5.66022440892e-05,0.00458674649391,0.00592347909718,0.0,0.0,0.0,1.52835868647
48.94722525,8.05668497483e-10,0.0,5.54191580692e-05,0.00449084706942,0.00579965853902,0.0,0.0,0.0,1.52891678092
49.4735395,7.94759770251e-10,0.0,5.42720283066e-05,0.00439786395824,0.00567960170563,0.0,0.0,0.0,1.52864021399
49.99985375,7.84126738917e-10,0.0,5.31594127675e-05,0.00430768008084,0.00556315761209,0.0,0.0,0.0,1.52759778421
50.526168,7.73759367656e-10,0.0,5.20799409902e-05,0.00422018417791,0.00545018277031,0.0,0.0,0.0,1.52842981439
51.05248225,7.63648093656e-10,0.0,5.1032309866e-05,0.00413527046646,0.00534054074691,0.0,0.0,0.0,1.52842713704
51.5787965,7.53783799894e-10,0.0,5.00152797069e-05,0.00405283831942,0.00523410175105,0.0,0.0,0.0,1.52880964901
52.10511075,7.44157789758e-10,0.0,4.90276705787e-05,0.00397279196689,0.00513074225018,0.0,0.0,0.0,1.52866733322
52.631425,7.34761763373e-10,0.0,4.80683588788e-05,0.00389504021736,0.00503034461145,0.0,0.0,0.0,1.52856917367
53.15773925,7.25587795484e-10,0.0,4.71362741406e-05,0.00381949619752,0.00493279676679,0.0,0.0,0.0,1.52781812975
53.6840535,7.16628314802e-10,0.0,4.62303960468e-05,0.00374607710904,0.00483799190007,0.0,0.0,0.0,1.5278992519
54.21036775,7.07876084685e-10,0.0,4.53497516374e-05,0.00367470400129,0.00474582815445,0.0,0.0,0.0,1.52833492305
54.736682,6.99324182391e-10,0.0,4.44934123393e-05,0.00360530152971,0.00465620832131,0.0,0.0,0.0,1.52831681984
55.26299625,6.90965991448e-10,0.0,4.3660492713e-05,0.00353779785347,0.0045690397088,0.0,0.0,0.0,1.52851705717
55.7893105,6.82795173864e-10,0.0,4.28501467201e-05,0.00347212433212,0.0044842337509,0.0,0.0,0.0,1.52903403811
56.31562475,6.74805661914e-10,0.0,4.20615663114e-05,0.00340821541058,0.00440170585954,0.0,0.0,0.0,1.52920221172
56.841939,6.66991642824e-10,0.0,4.12939792813e-05,0.00334600844464,0.0043213751998,0.0,0.0,0.0,1.52856370413
57.36825325,6.59347545666e-10,0.0,4.05466473767e-05,0.00328544354714,0.00424316449179,0.0,0.0,0.0,1.52851026332
57.8945675,6.51868029055e-10,0.0,3.98188645211e-05,0.00322646344358,0.00416699982471,0.0,0.0,0.0,1.52874192043
58.42088175,6.44547969572e-10,0.0,3.91099551468e-05,0.00316901333648,0.00409281048211,0.0,0.0,0.0,1.5282170456
58.947196,6.37581653398e-10,0.0,0.00160313731333,0.00300601672911,0.0256092683205,0.490108077245,0.0265063826607,0.000346837184,1.5287304185
59.47351025,6.30939956224e-10,0.0,0.00643987092784,0.00262808176095,0.0714114875298,1.21176954149,0.0735205485517,0.000886026172969,1.78763301575
59.9998245,6.24261274138e-10,0.0,0.0115665437212,0.00210363261833,0.103282636916,1.35813804914,0.0955280517845,0.0010391467527,2.5257481164
60.52613875,6.17760593178e-10,0.0,0.0221600111384,0.00149931077531,0.106730497959,1.30284258631,0.114859340419,0.00110879012395,2.95620179925
61.052453,6.11057200896e-10,0.0,0.0284759410352,0.000965240068008,0.0843112492444,0.838570633099,0.100616153872,0.000849944653862,3.22046835931
61.57876725,6.06064298072e-10,0.0,0.0801602623017,0.000469482696932,0.0464117357006,0.443857142394,0.11538778466,0.00105412020342,3.08341390804
62.1050815,6.01656559674e-10,0.0314849359135,0.103002036806,0.000143666725504,0.0145436655214,0.0554877756713,0.0692386976673,0.001035410978,2.70924442231
62.63139575,5.97270177527e-10,0.101815622647,0.11343946219,2.36929120028e-05,0.00232308318269,0.0039522707462,0.0193853147224,0.00120858886555,2.34470106776
63.15771,5.88892190489e-10,0.205074252954,0.00418613849652,2.89077391344e-06,0.000268886115075,0.000391792522353,0.00260636112705,0.000296082973621,2.06225328561
63.68402425,5.79792416009e-10,0.247282559813,-0.0261509897339,3.22800798523e-07,2.81671755079e-05,4.02943748839e-05,0.000296641797428,6.09090597478e-05,1.89334624361
64.2103385,5.70868673222e-10,0.245000781643,-0.0324247239863,3.45215595571e-08,2.82077571059e-06,4.01089400975e-06,3.17230036681e-05,0.0,1.79190051031
64.73665275,5.62397826048e-10,0.228025073082,-0.0301760029746,3.59669170194e-09,2.75665901374e-07,3.91093007895e-07,3.30510820484e-06,0.0,1.71529366512
65.262967,5.54384529113e-10,0.204109386624,-0.0270108835717,3.63252665639e-10,2.62248920948e-08,3.71101866514e-08,3.33803691557e-07,0.0,1.65760669554
65.78928125,5.46830972078e-10,0.173627081882,-0.0229769781259,3.54883604448e-11,2.43037794659e-09,3.42868588734e-09,3.26113100762e-08,0.0,1.6228559664
66.3155955,5.3977013736e-10,0.130505612228,-0.017270487278,3.38814166043e-12,2.22765592294e-10,3.13356298021e-10,3.11346414134e-09,0.0,1.62835977829
66.84190975,5.33076408266e-10,0.10364586413,-0.0137159967617,3.14856765726e-13,2.00288317068e-11,2.81106230304e-11,2.89331245726e-10,0.0,1.62437056308
67.368224,5.266521815e-10,0.0903562527398,-0.01195731328,2.90913016696e-14,1.79700281896e-12,2.51893870832e-12,2.67328622083e-11,0.0,1.60570098999
67.89453825,5.20460695689e-10,0.0809347732647,-0.0107105198507,2.6635790649e-15,1.60180346366e-13,2.24317664826e-13,2.44764200587e-12,0.0,1.58520748539
68.4208525,5.14481773729e-10,0.0728523793357,-0.00964093458477,2.41184706267e-16,1.41525129206e-14,1.9798994917e-14,2.21631797902e-13,0.0,1.56634748468
68.94716675,5.08700592639e-10,0.0653927787725,-0.0086537668074,2.17019724584e-17,1.24527816123e-15,1.74076762105e-15,1.99425877311e-14,0.0,1.55005842371
69.473481,5.03106249725e-10,0.0579995035606,-0.00767537620906,1.9308726997e-18,1.08586763197e-16,1.51652214407e-16,1.77433632854e-15,0.0,1.53736267088
69.99979525,4.97690528075e-10,0.0502691791896,-0.00665238214078,1.68485854052e-19,9.30984503908e-18,1.2989703989e-17,1.54826660061e-16,0.0,1.52929800205
70.5261095,4.92448271802e-10,0.0416508201849,-0.0055118698262,1.45665661616e-20,7.93131477164e-19,1.10577083879e-18,1.33856506568e-17,0.0,1.52761177107
71.05242375,4.87364246314e-10,0.0342093318159,-0.00452709892974,1.24260199128e-21,6.68407659222e-20,9.31219669998e-20,1.14186390562e-18,0.0,1.52773372274
71.578738,4.82421947538e-10,0.028474811231,-0.00376821996675,1.0875030662e-22,5.79056958031e-21,8.06516895697e-21,9.99338891204e-20,0.0,1.52749097211
72.10505225,4.77609182972e-10,0.0238571251645,-0.00315713752993,9.45043241122e-24,4.98928943613e-22,6.94580364351e-22,8.68428321999e-21,0.0,1.52737511989
72.6313665,4.72916033024e-10,0.0200927953343,-0.0026589841665,7.95698896015e-25,4.17065370486e-23,5.8028149738e-23,7.31191363243e-22,0.0,1.52740264713
73.15768075,4.68334878949e-10,0.0168594517984,-0.00223109898375,6.59328677969e-26,3.43499190447e-24,4.77765800053e-24,6.05876715926e-23,0.0,1.52797705619
73.683995,4.63856503803e-10,0.0146321699975,-0.00193635118803,5.49511569672e-27,2.84782369283e-25,3.96018874375e-25,5.0496251068e-24,0.0,1.52725432951
74.21030925,4.59477395612e-10,0.0123227261192,-0.00163073045685,4.56058707004e-28,2.35304168753e-26,3.27144525941e-26,4.19085897372e-25,0.0,1.52804772906
74.7366235,4.55189576084e-10,0.0109615275838,-0.00145059596854,3.75690349306e-29,1.93072802238e-27,2.68390610262e-27,3.45233024771e-26,0.0,1.52700021264
75.26293775,4.50991796291e-10,0.00917339881757,-0.00121396358014,3.30141298014e-30,1.6910508852e-28,2.35065882758e-28,3.03376647618e-27,0.0,1.52817246402
75.789252,4.46878195534e-10,0.0080041486689,-0.00105923062113,2.8013057332e-31,1.43075258128e-29,1.98837195101e-29,2.57420306372e-28,0.0,1.52818876458
76.31556625,4.42845212739e-10,0.00702319985993,-0.000929416558713,2.31493834037e-32,1.17935383296e-30,1.63866899973e-30,2.12726561302e-29,0.0,1.52817401563
76.8418805,4.38889297005e-10,0.00627745280258,-0.000830727968563,1.90643112151e-33,9.69044019173e-32,1.34636550203e-31,1.7518761907e-30,0.0,1.52782248489
77.36819475,4.35008245157e-10,0.00549887728177,-0.000727695016926,1.55037613386e-34,7.86500850658e-33,1.0926357831e-32,1.42468668304e-31,0.0,1.52800987056
77.894509,4.31199143616e-10,0.0048770219539,-0.000645401664315,1.23680837752e-35,6.26328085901e-34,8.70041206831e-34,1.13653995535e-32,0.0,1.52801560217
78.42082325,4.27460001661e-10,0.00422760398705,-0.000559460804189,9.38491685845e-37,4.74536509835e-35,6.59073930357e-35,8.62407884958e-34,0.0,1.52848610454
78.9471375,4.23788151051e-10,0.00373230447939,-0.000493915242114,6.91564297581e-38,3.49211658198e-36,4.8496865033e-36,6.35498972659e-35,0.0,1.52868417876
79.47345175,4.20180944951e-10,0.00342227614448,-0.000452887578862,5.025242926e-39,2.53442237338e-37,3.51948901773e-37,4.61784496797e-36,0.0,1.52836053878
79.999766,4.16636945903e-10,0.00303430400586,-0.000401545206278,3.59420603146e-40,1.81071890589e-38,2.51444887614e-38,3.30282266026e-37,0.0,1.52854892016
80.52608025,4.131546346e-10,0.00259626202162,-0.000343576830348,2.55738518925e-41,1.28718302512e-39,1.78736883729e-39,2.35005719388e-38,0.0,1.52919135088
81.0523945,4.09730529104e-10,0.00261611826024,-0.000346204510103,1.82056615583e-42,9.15467060258e-41,1.27118759238e-40,1.672972301e-39,0.0,1.52795543189
81.57870875,4.06365123791e-10,0.00215594514838,-0.000285307406828,1.27057002481e-43,6.38414296954e-42,8.86448252935e-42,1.16756452264e-40,0.0,1.5289651202
82.105023,4.03055352246e-10,0.00206572902086,-0.000273368637315,8.93297876617e-45,4.48513629242e-43,6.22766304056e-43,8.20877942083e-42,0.0,1.52845283418
